2023-02-27 18:19:08|KeyPressed|h
2023-02-27 18:19:08|KeyPressed|'h'
2023-02-27 18:19:08|KeyReleased|'h'
2023-02-27 18:19:08|KeyPressed|h
2023-02-27 18:19:08|KeyPressed|'h'
2023-02-27 18:19:08|KeyReleased|'h'
2023-02-27 18:19:08|KeyPressed|h
2023-02-27 18:19:08|KeyPressed|'h'
2023-02-27 18:19:08|KeyReleased|'h'
2023-02-27 18:19:08|KeyPressed|h
2023-02-27 18:19:08|KeyPressed|'h'
2023-02-27 18:19:08|KeyReleased|'h'
2023-02-27 18:19:08|KeyPressed|s
2023-02-27 18:19:08|KeyPressed|'s'
2023-02-27 18:19:09|KeyReleased|'s'
2023-02-27 18:19:09|KeyPressed|s
2023-02-27 18:19:09|KeyPressed|'s'
2023-02-27 18:19:09|KeyReleased|'s'
2023-02-27 18:19:09|KeyPressed|j
2023-02-27 18:19:09|KeyPressed|'j'
2023-02-27 18:19:09|KeyReleased|'j'
2023-02-27 18:19:09|KeyPressed|d
2023-02-27 18:19:09|KeyPressed|'d'
2023-02-27 18:19:09|KeyReleased|'d'
2023-02-27 18:19:09|KeyPressed|h
2023-02-27 18:19:09|KeyPressed|'h'
2023-02-27 18:19:09|KeyReleased|'h'
2023-02-27 18:19:09|KeyPressed|h
2023-02-27 18:19:09|KeyPressed|'h'
2023-02-27 18:19:09|KeyReleased|'h'
2023-02-27 18:19:09|KeyPressed|a
2023-02-27 18:19:09|KeyPressed|'a'
2023-02-27 18:19:09|KeyReleased|'a'
2023-02-27 18:19:10|KeyPressed|i
2023-02-27 18:19:10|KeyPressed|'i'
2023-02-27 18:19:10|KeyReleased|'i'
2023-02-27 18:19:10|KeyPressed|i
2023-02-27 18:19:10|KeyPressed|'i'
2023-02-27 18:19:10|KeyReleased|'i'
2023-02-27 18:19:10|KeyPressed|h
2023-02-27 18:19:10|KeyPressed|'h'
2023-02-27 18:19:10|KeyReleased|'h'
2023-02-27 18:19:10|KeyPressed|h
2023-02-27 18:19:10|KeyPressed|'h'
2023-02-27 18:19:11|KeyReleased|'h'
2023-02-27 18:19:11|KeyPressed|s
2023-02-27 18:19:11|KeyPressed|'s'
2023-02-27 18:19:11|KeyReleased|'s'
2023-02-27 18:19:11|KeyPressed|h
2023-02-27 18:19:11|KeyPressed|'h'
2023-02-27 18:19:11|KeyReleased|'h'
2023-02-27 18:19:11|KeyPressed|h
2023-02-27 18:19:11|KeyPressed|'h'
2023-02-27 18:19:11|KeyPressed|s
2023-02-27 18:19:11|KeyPressed|'s'
2023-02-27 18:19:11|KeyReleased|'h'
2023-02-27 18:19:11|KeyReleased|'s'
2023-02-27 18:19:13|KeyPressed|Key.ctrl
2023-02-27 18:19:13|KeyPressed|z
2023-02-27 18:19:13|KeyPressed|'z'
2023-02-27 18:19:19|KeyPressed|h
2023-02-27 18:19:19|KeyPressed|'h'
2023-02-27 18:19:19|KeyReleased|'h'
2023-02-27 18:19:19|KeyPressed|h
2023-02-27 18:19:19|KeyPressed|'h'
2023-02-27 18:19:19|KeyReleased|'h'
2023-02-27 18:19:19|KeyPressed|s
2023-02-27 18:19:19|KeyPressed|'s'
2023-02-27 18:19:19|KeyReleased|'s'
2023-02-27 18:19:19|KeyPressed|h
2023-02-27 18:19:19|KeyPressed|'h'
2023-02-27 18:19:19|KeyReleased|'h'
2023-02-27 18:19:19|KeyPressed|a
2023-02-27 18:19:19|KeyPressed|'a'
2023-02-27 18:19:19|KeyReleased|'a'
2023-02-27 18:19:20|KeyPressed|s
2023-02-27 18:19:20|KeyPressed|'s'
2023-02-27 18:19:20|KeyReleased|'s'
2023-02-27 18:19:20|KeyPressed|k
2023-02-27 18:19:20|KeyPressed|'k'
2023-02-27 18:19:20|KeyReleased|'k'
2023-02-27 18:19:20|KeyPressed|k
2023-02-27 18:19:20|KeyPressed|'k'
2023-02-27 18:19:20|KeyReleased|'k'
2023-02-27 18:19:20|KeyPressed|a
2023-02-27 18:19:20|KeyPressed|'a'
2023-02-27 18:19:20|KeyReleased|'a'
2023-02-27 18:19:20|KeyPressed|b
2023-02-27 18:19:20|KeyPressed|'b'
2023-02-27 18:19:20|KeyReleased|'b'
2023-02-27 18:19:20|KeyPressed|s
2023-02-27 18:19:20|KeyPressed|'s'
2023-02-27 18:19:20|KeyReleased|'s'
2023-02-27 18:19:21|KeyPressed|h
2023-02-27 18:19:21|KeyPressed|'h'
2023-02-27 18:19:21|KeyReleased|'h'
2023-02-27 18:19:21|KeyPressed|s
2023-02-27 18:19:21|KeyPressed|'s'
2023-02-27 18:19:21|KeyReleased|'s'
2023-02-27 18:19:21|KeyPressed|h
2023-02-27 18:19:21|KeyPressed|'h'
2023-02-27 18:19:21|KeyReleased|'h'
2023-02-27 18:19:24|KeyPressed|Key.esc
2023-02-27 18:19:24|KeyReleased|Key.esc
2023-02-27 18:20:15|KeyPressed|h
2023-02-27 18:20:15|KeyPressed|'h'
2023-02-27 18:20:15|KeyReleased|'h'
2023-02-27 18:20:15|KeyPressed|s
2023-02-27 18:20:15|KeyPressed|'s'
2023-02-27 18:20:15|KeyReleased|'s'
2023-02-27 18:20:15|KeyPressed|h
2023-02-27 18:20:15|KeyPressed|'h'
2023-02-27 18:20:15|KeyReleased|'h'
2023-02-27 18:20:16|KeyPressed|s
2023-02-27 18:20:16|KeyPressed|'s'
2023-02-27 18:20:16|KeyReleased|'s'
2023-02-27 18:20:16|KeyPressed|h
2023-02-27 18:20:16|KeyPressed|'h'
2023-02-27 18:20:16|KeyReleased|'h'
2023-02-27 18:20:16|KeyPressed|d
2023-02-27 18:20:16|KeyPressed|'d'
2023-02-27 18:20:16|KeyReleased|'d'
2023-02-27 18:20:16|KeyPressed|j
2023-02-27 18:20:16|KeyPressed|'j'
2023-02-27 18:20:16|KeyReleased|'j'
2023-02-27 18:20:16|KeyPressed|j
2023-02-27 18:20:16|KeyPressed|'j'
2023-02-27 18:20:16|KeyReleased|'j'
2023-02-27 18:20:16|KeyPressed|s
2023-02-27 18:20:16|KeyPressed|'s'
2023-02-27 18:20:16|KeyReleased|'s'
2023-02-27 18:20:16|KeyPressed|h
2023-02-27 18:20:16|KeyPressed|'h'
2023-02-27 18:20:16|KeyReleased|'h'
2023-02-27 18:20:17|KeyPressed|d
2023-02-27 18:20:17|KeyPressed|'d'
2023-02-27 18:20:17|KeyReleased|'d'
2023-02-27 18:20:17|KeyPressed|j
2023-02-27 18:20:17|KeyPressed|'j'
2023-02-27 18:20:17|KeyReleased|'j'
2023-02-27 18:20:17|KeyPressed|j
2023-02-27 18:20:17|KeyPressed|'j'
2023-02-27 18:20:17|KeyReleased|'j'
2023-02-27 18:20:18|KeyPressed|Key.esc
2023-02-27 18:20:18|KeyReleased|Key.esc
2023-02-27 18:20:51|KeyPressed|s
2023-02-27 18:20:51|KeyPressed|'s'
2023-02-27 18:20:51|KeyReleased|'s'
2023-02-27 18:20:51|KeyPressed|h
2023-02-27 18:20:51|KeyPressed|'h'
2023-02-27 18:20:51|KeyReleased|'h'
2023-02-27 18:20:51|KeyPressed|s
2023-02-27 18:20:51|KeyPressed|'s'
2023-02-27 18:20:51|KeyReleased|'s'
2023-02-27 18:20:51|KeyPressed|h
2023-02-27 18:20:51|KeyPressed|'h'
2023-02-27 18:20:52|KeyReleased|'h'
2023-02-27 18:20:52|KeyPressed|h
2023-02-27 18:20:52|KeyPressed|'h'
2023-02-27 18:20:52|KeyPressed|a
2023-02-27 18:20:52|KeyPressed|'a'
2023-02-27 18:20:52|KeyReleased|'h'
2023-02-27 18:20:52|KeyReleased|'a'
2023-02-27 18:20:52|KeyPressed|h
2023-02-27 18:20:52|KeyPressed|'h'
2023-02-27 18:20:52|KeyReleased|'h'
2023-02-27 18:20:52|KeyPressed|a
2023-02-27 18:20:52|KeyPressed|'a'
2023-02-27 18:20:52|KeyReleased|'a'
2023-02-27 18:20:52|KeyPressed|h
2023-02-27 18:20:52|KeyPressed|'h'
2023-02-27 18:20:52|KeyReleased|'h'
2023-02-27 18:20:52|KeyPressed|h
